Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt-To-Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code,RiskScoreMA50
800.0,2007-11-22,dacapo,0.0,36.92%,027xx,MA,1 year,0.0,513.8095238095239
500.0,2007-11-22,zanebroley,588.0,0%,708xx,LA,3 years,0.0,517.1818181818181
25000.0,2007-11-22,kourtnie,597.0,0%,305xx,GA,< 1 year,0.0,520.6521739130435
10000.0,2007-11-22,rusty45,616.0,6%,657xx,MO,1 year,0.0,524.625
5000.0,2007-11-22,ms321,638.0,2.93%,900xx,CA,6 years,0.0,529.16
600.0,2007-11-22,nelexus75,511.0,24.19%,027xx,MA,1 year,0.0,528.4615384615385
15000.0,2007-11-22,KPMartin,661.0,36.75%,640xx,MO,10+ years,0.0,533.3703703703703
5000.0,2007-11-22,kellyewalker23,652.0,22.31%,328xx,FL,< 1 year,0.0,537.6071428571429
25000.0,2007-11-22,thomas gatehouse,497.0,45%,830xx,WY,< 1 year,0.0,536.2068965517242
10000.0,2007-11-22,rihadad2,490.0,7.06%,730xx,OK,10+ years,0.0,534.6666666666666
2500.0,2007-11-22,mrluvdoc,459.0,10.12%,349xx,FL,3 years,0.0,532.2258064516129
12000.0,2007-11-22,sherri,538.0,62.82%,640xx,MO,5 years,0.0,532.40625
5000.0,2007-11-23,mitch56,571.0,13.21%,850xx,AZ,1 year,0.0,571.0
5000.0,2007-11-23,sheldon1942,606.0,3.43%,112xx,NY,10+ years,0.0,588.5
4000.0,2007-11-23,louism,530.0,18.27%,662xx,KS,3 years,0.0,569.0
2000.0,2007-11-23,stylesjose72,450.0,0%,104xx,NY,6 years,0.0,539.25
10000.0,2007-11-23,gigglebug89,454.0,3.85%,471xx,IN,< 1 year,0.0,522.2
2000.0,2007-11-23,rucifi,495.0,9%,530xx,WI,10+ years,0.0,517.6666666666666
5000.0,2007-11-23,nicole73,600.0,5.95%,444xx,OH,2 years,0.0,529.4285714285714
10000.0,2007-11-23,mamapilla,427.0,3.08%,088xx,NJ,5 years,0.0,516.625
6000.0,2007-11-23,Elyse,651.0,23.51%,121xx,NY,< 1 year,0.0,531.5555555555555
25000.0,2007-11-23,javadeli,697.0,17.13%,271xx,NC,10+ years,0.0,548.1
9000.0,2007-11-23,CAubert20,626.0,8.51%,708xx,LA,1 year,0.0,555.1818181818181
1000.0,2007-11-23,aus409,0.0,24.8%,652xx,MO,2 years,0.0,508.9166666666667
18000.0,2007-11-23,ARK1,539.0,48.96%,365xx,AL,1 year,0.0,511.2307692307692
5000.0,2007-11-23,grocerymnky,464.0,11.32%,275xx,NC,< 1 year,0.0,507.85714285714283
10000.0,2007-11-23,grandpop2k8,0.0,0%,198xx,CT,4 years,0.0,474.0
600.0,2007-11-23,martinneke,514.0,0%,322xx,FL,< 1 year,0.0,476.5
25000.0,2007-11-23,patricia,684.0,81.42%,301xx,GA,4 years,0.0,488.70588235294116
6300.0,2007-11-23,Noles1980,631.0,21.92%,354xx,AL,3 years,0.0,496.6111111111111
25000.0,2007-11-23,Reputation1,691.0,17.43%,801xx,CO,10+ years,0.0,506.8421052631579
15000.0,2007-11-23,stephane,495.0,24.85%,800xx,CO,< 1 year,0.0,506.25
6000.0,2007-11-23,zooeth1,567.0,6.84%,335xx,FL,1 year,0.0,509.14285714285717
10000.0,2007-11-23,hekkuva,423.0,21.46%,336xx,FL,< 1 year,0.0,505.22727272727275
7000.0,2007-11-23,sleepinglion,575.0,23.53%,021xx,MA,2 years,0.0,508.2608695652174
5000.0,2007-11-23,other,628.0,17.81%,070xx,NJ,4 years,0.0,513.25
6000.0,2007-11-23,other,674.0,35.13%,080xx,NJ,8 years,0.0,519.68
20000.0,2007-11-23,debt_consolidation,710.0,36.92%,333xx,FL,8 years,0.0,527.0
10000.0,2007-11-23,debt_consolidation,631.0,63.88%,100xx,NY,10+ years,0.0,530.8518518518518
4000.0,2007-11-23,debt_consolidation,585.0,0%,713xx,LA,< 1 year,0.0,532.7857142857143
2000.0,2007-11-23,debt_consolidation,696.0,30.53%,027xx,MA,6 years,0.0,538.4137931034483
1500.0,2007-11-23,debt_consolidation,641.0,38.21%,633xx,MO,2 years,0.0,541.8333333333334
16000.0,2007-11-23,debt_consolidation,623.0,27.67%,631xx,MO,2 years,0.0,544.4516129032259
10000.0,2007-11-23,debt_consolidation,696.0,39.25%,547xx,WI,10+ years,0.0,549.1875
20000.0,2007-11-23,major_purchase,687.0,153.7%,100xx,NY,10+ years,0.0,553.3636363636364
3000.0,2007-11-23,major_purchase,658.0,16.38%,631xx,MO,< 1 year,0.0,556.4411764705883
2000.0,2007-11-23,jeffreytucker79,687.0,0%,310xx,GA,< 1 year,0.0,560.1714285714286
20000.0,2007-11-23,major_purchase,"",100%,114xx,NY,10+ years,0.0,560.1714285714286
8000.0,2007-11-23,debt_consolidation,692.0,34.55%,144xx,NY,6 years,0.0,563.8333333333334
16000.0,2007-11-23,other,663.0,28.11%,073xx,NJ,4 years,0.0,566.5135135135135
10000.0,2007-11-23,other,"",100%,328xx,FL,6 years,0.0,566.5135135135135
10000.0,2007-11-23,debt_consolidation,659.0,36.02%,320xx,FL,< 1 year,0.0,568.9473684210526
1900.0,2007-11-23,other,640.0,2.8%,133xx,NY,8 years,0.0,570.7692307692307
13000.0,2007-11-23,debt_consolidation,"",100%,283xx,NC,< 1 year,0.0,570.7692307692307
8000.0,2007-11-23,debt_consolidation,610.0,100%,331xx,FL,< 1 year,0.0,571.75
7500.0,2007-11-23,"I have increased the value of my home from $455,000 to an appraised value of $535,000 in 15 months through home improvement. I am looking for cash to continue my projects. This is not a flip, this is my home and I am constantly upgrading.","",15.07%,207xx,MD,10+ years,0.0,571.75
20000.0,2007-11-23,other,"",100%,142xx,NY,4 years,0.0,571.75
5000.0,2007-11-23,home_improvement,648.0,100%,708xx,LA,< 1 year,0.0,573.609756097561
20000.0,2007-11-23,debt_consolidation,633.0,22.48%,121xx,NY,4 years,0.0,575.0238095238095
20000.0,2007-11-23,I want to consolidate two loans with a high interest rate. @ 23.99%,650.0,22.1%,703xx,LA,1 year,0.0,576.7674418604652
16500.0,2007-11-23,debt_consolidation,765.0,41.19%,070xx,NJ,10+ years,0.0,581.0454545454545
15000.0,2007-11-23,debt_consolidation,676.0,18.14%,546xx,WI,10+ years,0.0,583.1555555555556
10000.0,2007-11-23,GTFCU,571.0,70.7%,778xx,TX,10+ years,0.0,583.1555555555556
20000.0,2007-11-23,debt_consolidation,658.0,14.12%,346xx,FL,4 years,0.0,584.3111111111111
15000.0,2007-11-23,liljudy0514,598.0,28.42%,331xx,FL,< 1 year,0.0,585.8222222222222
20000.0,2007-11-23,lh2443,535.0,17.04%,117xx,NY,5 years,0.0,587.7111111111111
20000.0,2007-11-23,debt_consolidation,638.0,123.23%,117xx,NY,10+ years,0.0,591.8
10000.0,2007-11-23,rolo,656.0,0.15%,112xx,NY,4 years,0.0,595.3777777777777
2000.0,2007-11-23,debt_consolidation,670.0,30.9%,461xx,IN,4 years,0.0,596.9333333333333
5000.0,2007-11-23,home_improvement,647.0,47.56%,208xx,MD,10+ years,0.0,601.8222222222222
800.0,2007-11-23,Ronnie,520.0,0%,109xx,NY,2 years,0.0,598.9111111111112
2500.0,2007-11-23,wynnl456,552.0,14.02%,274xx,NC,2 years,0.0,595.6888888888889
7000.0,2007-11-23,hondajen,536.0,11.4%,802xx,CO,10+ years,0.0,593.6888888888889
5000.0,2007-11-23,TJB1436,634.0,7.61%,349xx,FL,4 years,0.0,607.7777777777778
17000.0,2007-11-23,debt_consolidation,"",100%,209xx,MD,10+ years,0.0,609.3409090909091
2000.0,2007-11-23,JBRADY12,433.0,1.36%,786xx,TX,9 years,0.0,608.6363636363636
5000.0,2007-11-23,jbr91275,635.0,0%,786xx,TX,< 1 year,0.0,623.0681818181819
10000.0,2007-11-23,debt_consolidation,718.0,100%,282xx,NC,< 1 year,0.0,627.7045454545455
9000.0,2007-11-23,home_improvement,637.0,14.39%,286xx,NC,2 years,0.0,626.6363636363636
8500.0,2007-11-23,debt_consolidation,680.0,18.6%,462xx,IN,2 years,0.0,627.75
6000.0,2007-11-23,sjsmom,496.0,5.6%,746xx,OK,1 year,0.0,623.3181818181819
2500.0,2007-11-23,kylonia,563.0,38.15%,975xx,OR,10+ years,0.0,624.8636363636364
1500.0,2007-11-23,Brian,555.0,8.4%,977xx,OH,< 1 year,0.0,624.5909090909091
2500.0,2007-11-24,chris32224,485.0,33.8%,401xx,KY,5 years,0.0,485.0
10000.0,2007-11-24,justme,508.0,2.47%,370xx,TN,3 years,0.0,496.5
6000.0,2007-11-24,ZITZME,544.0,11.05%,335xx,FL,3 years,0.0,512.3333333333334
3000.0,2007-11-24,other,695.0,29.01%,038xx,NH,4 years,0.0,558.0
12000.0,2007-11-24,loreshd,644.0,1.06%,070xx,NJ,1 year,0.0,575.2
4000.0,2007-11-24,curtis24389,0.0,0%,045xx,ME,< 1 year,0.0,479.3333333333333
4000.0,2007-11-24,shawreb,447.0,15.6%,880xx,NM,1 year,0.0,474.7142857142857
25000.0,2007-11-24,JNBryant,555.0,0.5%,275xx,NC,10+ years,0.0,484.75
2500.0,2007-11-24,My Car broke down on me.,685.0,0.75%,327xx,FL,2 years,0.0,507.0
15000.0,2007-11-24,Dblhawk,645.0,58.8%,656xx,MO,2 years,0.0,520.8
10000.0,2007-11-24,les129,662.0,6.95%,826xx,WY,3 years,0.0,533.6363636363636
5000.0,2007-11-24,Start Up a Vehicle Broker Buissness,505.0,1.2%,300xx,GA,4 years,0.0,531.25
14000.0,2007-11-24,debt_consolidation,742.0,26.59%,547xx,WI,10+ years,0.0,547.4615384615385
10200.0,2007-11-24,army_mom25,604.0,21.59%,808xx,CO,6 years,0.0,551.5
2000.0,2007-11-24,ambrosia85,412.0,3.36%,212xx,MD,< 1 year,0.0,542.2
9000.0,2007-11-24,vrstu2,531.0,48.44%,434xx,OH,< 1 year,0.0,541.5
7000.0,2007-11-24,jmarshall,533.0,25%,232xx,VA,1 year,0.0,541.0
1500.0,2007-11-24,other,662.0,28.95%,276xx,NC,10+ years,0.0,547.7222222222222
7000.0,2007-11-24,debt_consolidation,"",100%,103xx,NY,1 year,0.0,547.7222222222222
4000.0,2007-11-24,standridge,593.0,0.95%,381xx,TN,10+ years,0.0,550.1052631578947
500.0,2007-11-24,juaniseas,601.0,9.77%,461xx,IN,5 years,0.0,552.65
500.0,2007-11-24,jasonjar1981,449.0,1.38%,554xx,MN,1 year,0.0,547.7142857142857
25000.0,2007-11-24,ladycochran,465.0,21.64%,280xx,NC,10+ years,0.0,543.9545454545455
5000.0,2007-11-24,Undertattood,483.0,18.58%,440xx,OH,< 1 year,0.0,541.304347826087
1500.0,2007-11-24,stormyate2,410.0,13.73%,549xx,WI,7 years,0.0,535.8333333333334
1500.0,2007-11-24,balandis,528.0,15.63%,735xx,OK,< 1 year,0.0,535.52
5000.0,2007-11-24,helpf,511.0,0%,100xx,NY,10+ years,0.0,534.5769230769231
7500.0,2007-11-24,tnwilliamsk,655.0,14.94%,019xx,MA,10+ years,0.0,539.0370370370371
3000.0,2007-11-24,lprivott,410.0,17.79%,234xx,VA,2 years,0.0,534.4285714285714
15000.0,2007-11-24,home_improvement,634.0,9.06%,303xx,GA,8 years,0.0,537.8620689655172
1000.0,2007-11-24,trich88,615.0,3.22%,303xx,GA,5 years,0.0,540.4333333333333
14500.0,2007-11-24,debt_consolidation,669.0,47.76%,335xx,FL,< 1 year,0.0,544.5806451612904
3000.0,2007-11-24,mcp113357,454.0,20.81%,787xx,TX,2 years,0.0,541.75
2500.0,2007-11-24,other,776.0,26.73%,301xx,GA,8 years,0.0,548.8484848484849
7000.0,2007-11-24,Ebsixten,433.0,4.71%,802xx,CO,< 1 year,0.0,545.4411764705883
500.0,2007-11-24,janene 55,506.0,3.1%,807xx,CO,6 years,0.0,544.3142857142857
1500.0,2007-11-24,jireland108,537.0,0%,100xx,NY,2 years,0.0,544.1111111111111
2000.0,2007-11-24,momma2kj,479.0,8.36%,195xx,OH,2 years,0.0,542.3513513513514
9000.0,2007-11-24,debt_consolidation,688.0,100%,209xx,MD,< 1 year,0.0,546.1842105263158
10000.0,2007-11-24,other,745.0,26.21%,334xx,FL,6 years,0.0,551.2820512820513
4000.0,2007-11-24,greyhorse,521.0,26.43%,786xx,TX,5 years,0.0,550.525
10000.0,2007-11-24,leander03,472.0,23.19%,981xx,WA,< 1 year,0.0,548.609756097561
2000.0,2007-11-24,echo,527.0,13%,067xx,CT,< 1 year,0.0,548.0952380952381
10000.0,2007-11-24,smitty30,620.0,0%,070xx,NJ,10+ years,0.0,549.7674418604652
15000.0,2007-11-24,debt_consolidation,"",100%,310xx,GA,1 year,0.0,549.7674418604652
15000.0,2007-11-24,superduper79,545.0,25.2%,201xx,VA,1 year,0.0,549.6590909090909
21000.0,2007-11-24,debt_consolidation,713.0,30.03%,322xx,FL,1 year,0.0,553.2888888888889
10000.0,2007-11-24,debt_consolidation,651.0,23.83%,681xx,NE,1 year,0.0,555.4130434782609
5000.0,2007-11-25,rndan,671.0,17.98%,067xx,CT,3 years,0.0,671.0
20000.0,2007-11-25,Jenna21,0.0,0%,983xx,WA,3 years,0.0,335.5
7800.0,2007-11-25,gamersadvantage,502.0,22.36%,853xx,AZ,5 years,0.0,391.0
2500.0,2007-11-25,countryboy37,486.0,2.4%,270xx,NC,10+ years,0.0,414.75
15000.0,2007-11-25,Anna,711.0,64.29%,232xx,VA,< 1 year,0.0,474.0
15000.0,2007-11-25,major_purchase,747.0,41.41%,320xx,FL,10+ years,0.0,519.5
25000.0,2007-11-25,asphaltjohn,576.0,17.87%,630xx,MO,5 years,0.0,527.5714285714286
3000.0,2007-11-25,kimmyeds,687.0,8.7%,074xx,NJ,1 year,0.0,547.5
5000.0,2007-11-25,TITONE,573.0,15.86%,631xx,MO,< 1 year,0.0,550.3333333333334
5000.0,2007-11-25,roxbrady,405.0,18.64%,329xx,FL,9 years,0.0,535.8
10000.0,2007-11-25,other,"",100%,272xx,NC,10+ years,0.0,535.8
4500.0,2007-11-25,feedman,561.0,11.13%,687xx,NE,2 years,0.0,538.0909090909091
3000.0,2007-11-25,debt_consolidation,648.0,30.1%,212xx,MD,< 1 year,0.0,547.25
9900.0,2007-11-25,maldoman123,674.0,0.64%,077xx,NJ,2 years,0.0,557.0
3500.0,2007-11-25,friendly,634.0,20.27%,293xx,SC,3 years,0.0,562.5
16000.0,2007-11-25,home_improvement,715.0,60.46%,318xx,GA,4 years,0.0,572.6666666666666
15000.0,2007-11-25,other,641.0,47.12%,326xx,FL,8 years,0.0,576.9375
12000.0,2007-11-25,wirtanenj,628.0,29.25%,088xx,NJ,1 year,0.0,579.9411764705883
16000.0,2007-11-25,jdewitt71,698.0,18.69%,461xx,IN,3 years,0.0,586.5
7000.0,2007-11-25,Kat1234,524.0,6.46%,104xx,NY,4 years,0.0,583.2105263157895
5000.0,2007-11-25,asslick123,422.0,0%,445xx,OH,2 years,0.0,575.15
5000.0,2007-11-25,other,"",100%,660xx,KS,4 years,0.0,575.15
4500.0,2007-11-25,JennP581,424.0,13.3%,458xx,OH,1 year,0.0,567.952380952381
5000.0,2007-11-25,JayP2,606.0,5.94%,444xx,OH,10+ years,0.0,569.6818181818181
1500.0,2007-11-25,debt_consolidation,"",100%,301xx,GA,8 years,0.0,569.6818181818181
900.0,2007-11-25,italygrl1,528.0,0%,124xx,NY,< 1 year,0.0,567.8695652173913
1500.0,2007-11-25,William Vanhelsing,442.0,10.5%,234xx,VA,< 1 year,0.0,562.625
500.0,2007-11-25,jlyon148,464.0,5.75%,641xx,MO,2 years,0.0,558.68
17000.0,2007-11-25,major_purchase,726.0,0.3%,207xx,MD,4 years,0.0,565.1153846153846
7000.0,2007-11-25,I would just like to get a loan to pay off about three credit cards with a total balance of 7000.00.  I am currently working full time and going to school full time and feel that I am throwing money away at such a high rate.,675.0,45.6%,330xx,FL,1 year,0.0,569.1851851851852
6000.0,2007-11-25,slgibbs2003,590.0,27.78%,294xx,SC,3 years,0.0,569.9285714285714
22000.0,2007-11-25,jay4899,584.0,32.01%,630xx,MO,10+ years,0.0,570.4137931034483
6000.0,2007-11-25,willie1960,721.0,14.98%,559xx,MN,10+ years,0.0,575.4333333333333
18000.0,2007-11-25,debt_consolidation,"",100%,465xx,IN,10+ years,0.0,575.4333333333333
5025.0,2007-11-25,lady Y,639.0,12.97%,021xx,MA,< 1 year,0.0,577.483870967742
22000.0,2007-11-25,kelela,605.0,16.9%,655xx,MO,7 years,0.0,578.34375
12000.0,2007-11-25,TJKMS,531.0,12.39%,217xx,MD,2 years,0.0,576.9090909090909
2000.0,2007-11-25,major_purchase,654.0,15%,080xx,NJ,10+ years,0.0,579.1764705882352
20000.0,2007-11-25,RBJackets,606.0,26.55%,303xx,GA,2 years,0.0,579.9428571428572
25000.0,2007-11-25,DJProudfoot09,487.0,42.13%,233xx,VA,< 1 year,0.0,577.3611111111111
4300.0,2007-11-25,major_purchase,670.0,90.63%,278xx,NC,2 years,0.0,579.8648648648649
15000.0,2007-11-25,Toni,506.0,0.4%,296xx,SC,10+ years,0.0,577.921052631579
1000.0,2007-11-25,home_improvement,674.0,33.32%,117xx,NY,10+ years,0.0,580.3846153846154
16000.0,2007-11-25,debt_consolidation,640.0,57.06%,328xx,FL,< 1 year,0.0,581.875
4150.0,2007-11-25,ktorrey,530.0,20.13%,670xx,KS,10+ years,0.0,580.609756097561
5000.0,2007-11-25,gymshoe,579.0,14.76%,606xx,IN,10+ years,0.0,580.5714285714286
1000.0,2007-11-25,scromwell,0.0,0%,112xx,NY,1 year,0.0,567.0697674418604
2000.0,2007-11-25,feb 11 2000,494.0,21.9%,334xx,FL,1 year,0.0,565.4090909090909
2000.0,2007-11-25,bewiebe,471.0,8.16%,481xx,ME,1 year,0.0,563.3111111111111
18000.0,2007-11-25,debt_consolidation,704.0,30.56%,665xx,KS,6 years,0.0,566.3695652173913
7500.0,2007-11-25,mamabear,486.0,36.05%,114xx,NY,7 years,0.0,562.3478260869565
5000.0,2007-11-25,blueeyes72,643.0,4.27%,317xx,GA,< 1 year,0.0,576.3260869565217
4000.0,2007-11-25,BABYBEAR,494.0,18.1%,114xx,NY,10+ years,0.0,576.1521739130435
6500.0,2007-11-25,other,654.0,45.25%,021xx,MA,10+ years,0.0,579.804347826087
12000.0,2007-11-25,debt_consolidation,689.0,29.69%,100xx,NY,10+ years,0.0,579.3260869565217
10000.0,2007-11-25,agent,433.0,7.94%,473xx,IN,< 1 year,0.0,572.5
3000.0,2007-11-25,debt_consolidation,537.0,34.13%,324xx,FL,10+ years,0.0,571.6521739130435
5500.0,2007-11-25,pay off credit cards and taxes,687.0,8.72%,333xx,FL,3 years,0.0,571.6521739130435
20000.0,2007-11-25,other,689.0,44.23%,112xx,NY,1 year,0.0,574.1739130434783
2000.0,2007-11-25,sarahforever,455.0,8.96%,327xx,FL,1 year,0.0,575.2608695652174
12500.0,2007-11-25,swaguy1997,620.0,28.27%,666xx,KS,2 years,0.0,576.2127659574468
15000.0,2007-11-26,other,659.0,0%,637xx,MO,10+ years,0.0,659.0
20000.0,2007-11-26,djmgirl313,421.0,2.47%,333xx,FL,1 year,0.0,540.0
25000.0,2007-11-26,porchlady,436.0,0.9%,473xx,IN,< 1 year,0.0,505.3333333333333
2000.0,2007-11-26,momsgirl,415.0,2.16%,631xx,MO,2 years,0.0,482.75
6000.0,2007-11-26,other,"",100%,144xx,NY,10+ years,0.0,482.75
5500.0,2007-11-26,leroywilliams,412.0,27.83%,327xx,FL,1 year,0.0,468.6
5000.0,2007-11-26,home_improvement,619.0,0.99%,070xx,NJ,10+ years,0.0,493.6666666666667
3000.0,2007-11-26,other,649.0,16.99%,285xx,NC,8 years,0.0,515.8571428571429
10000.0,2007-11-26,other,"",100%,021xx,MA,10+ years,0.0,515.8571428571429
1500.0,2007-11-26,other,669.0,19.68%,148xx,NY,1 year,0.0,535.0
24000.0,2007-11-26,debt_consolidation,680.0,24.7%,088xx,NJ,10+ years,0.0,551.1111111111111
2500.0,2007-11-26,lildmbmonkey,542.0,18.04%,330xx,FL,< 1 year,0.0,550.2
25000.0,2007-11-26,angel828,479.0,34.4%,334xx,FL,4 years,0.0,543.7272727272727
7000.0,2007-11-26,BBWolf,469.0,11.64%,871xx,NM,1 year,0.0,537.5
5000.0,2007-11-26,poo,603.0,0%,232xx,VA,5 years,0.0,542.5384615384615
5000.0,2007-11-26,other,574.0,15.15%,280xx,NC,2 years,0.0,544.7857142857143
3200.0,2007-11-26,jtoyota,521.0,10.17%,014xx,MA,10+ years,0.0,543.2
3000.0,2007-11-26,debt_consolidation,490.0,11.87%,010xx,MA,2 years,0.0,539.875
25000.0,2007-11-26,sal,516.0,17.63%,333xx,FL,10+ years,0.0,538.4705882352941
21000.0,2007-11-26,other,"",100%,072xx,NJ,10+ years,0.0,538.4705882352941
3500.0,2007-11-26,acbeck7256,473.0,2.9%,335xx,FL,6 years,0.0,534.8333333333334
5500.0,2007-11-26,tilttap,628.0,24.24%,451xx,OH,4 years,0.0,539.7368421052631
15000.0,2007-11-26,morrill,675.0,26.53%,782xx,TX,2 years,0.0,546.5
5000.0,2007-11-26,other,689.0,32.9%,023xx,MA,2 years,0.0,553.2857142857143
15000.0,2007-11-26,home_improvement,663.0,19.83%,085xx,NJ,10+ years,0.0,558.2727272727273
15000.0,2007-11-26,debt_consolidation,653.0,27.79%,070xx,NJ,4 years,0.0,562.3913043478261
10000.0,2007-11-26,debt_consolidation,635.0,5.27%,801xx,CO,< 1 year,0.0,565.4166666666666
5000.0,2007-11-26,In a Fix 2,444.0,1.68%,326xx,FL,10+ years,0.0,560.56
1500.0,2007-11-26,other,635.0,0.63%,325xx,FL,2 years,0.0,563.4230769230769
4500.0,2007-11-26,Finance380,670.0,18.64%,759xx,TX,< 1 year,0.0,567.3703703703703
7000.0,2007-11-26,other,622.0,8.58%,083xx,NJ,4 years,0.0,569.3214285714286
25000.0,2007-11-26,made2415,0.0,0%,073xx,NJ,< 1 year,0.0,549.6896551724138
4400.0,2007-11-26,cebenitezjr,701.0,48.67%,770xx,TX,< 1 year,0.0,554.7333333333333
15000.0,2007-11-26,debt_consolidation,646.0,21.64%,120xx,NY,2 years,0.0,557.6774193548387
2500.0,2007-11-26,kaiya36,486.0,27.18%,441xx,OH,< 1 year,0.0,555.4375
9500.0,2007-11-26,debt_consolidation,607.0,65.46%,539xx,WI,6 years,0.0,557.0
10000.0,2007-11-26,debt_consolidation,623.0,13.27%,112xx,NY,2 years,0.0,558.9411764705883
5000.0,2007-11-26,major_purchase,690.0,0%,210xx,MD,6 years,0.0,562.6857142857143
10000.0,2007-11-26,major_purchase,"",100%,117xx,NY,6 years,0.0,562.6857142857143
5000.0,2007-11-26,needalittlehelp,567.0,16.19%,853xx,AZ,< 1 year,0.0,562.8055555555555
10000.0,2007-11-26,ajmora,646.0,14.75%,019xx,MA,4 years,0.0,565.0540540540541
7000.0,2007-11-26,other,680.0,4.85%,282xx,NC,10+ years,0.0,568.078947368421
5000.0,2007-11-26,Yanksgt723,484.0,4.2%,117xx,NY,2 years,0.0,565.9230769230769
10000.0,2007-11-26,other,733.0,100%,088xx,NJ,< 1 year,0.0,570.1
4500.0,2007-11-26,major_purchase,643.0,28.5%,334xx,FL,< 1 year,0.0,571.8780487804878
15725.0,2007-11-26,Personal Loan,672.0,20.43%,117xx,NY,10+ years,0.0,574.2619047619048
10000.0,2007-11-26,debt_consolidation,624.0,47.31%,080xx,NJ,4 years,0.0,575.4186046511628
15000.0,2007-11-26,debt_consolidation,"",100%,325xx,FL,4 years,0.0,575.4186046511628
6180.0,2007-11-26,debt_consolidation,"",100%,275xx,NC,1 year,0.0,575.4186046511628
5000.0,2007-11-26,garrett123,493.0,5.03%,704xx,LA,< 1 year,0.0,573.5454545454545
25000.0,2007-11-26,kamyers30,699.0,29.72%,212xx,MD,3 years,0.0,574.4545454545455
4000.0,2007-11-26,major_purchase,668.0,42.19%,479xx,IN,< 1 year,0.0,580.0681818181819
2000.0,2007-11-26,other,627.0,6.17%,700xx,LA,< 1 year,0.0,584.4090909090909
10830.0,2007-11-26,debt_consolidation,622.0,12.05%,287xx,NC,10+ years,0.0,589.1136363636364
6000.0,2007-11-26,b_moradi7,599.0,11.23%,210xx,MD,1 year,0.0,589.3333333333334
24000.0,2007-11-26,debt_consolidation,718.0,8.56%,542xx,WI,2 years,0.0,596.1333333333333
6000.0,2007-11-26,My Son's Surgery!,705.0,20.4%,210xx,MD,1 year,0.0,598.0444444444445
17000.0,2007-11-26,debt_consolidation,635.0,19.57%,276xx,NC,2 years,0.0,597.7333333333333
3500.0,2007-11-26,debt_consolidation,630.0,5.15%,333xx,FL,< 1 year,0.0,598.4347826086956
10000.0,2007-11-26,dupa2007,619.0,28.27%,322xx,FL,10+ years,0.0,597.3478260869565
22300.0,2007-11-26,debt_consolidation,662.0,74.63%,137xx,NY,10+ years,0.0,596.9565217391304
15000.0,2007-11-26,debt_consolidation,634.0,55.37%,070xx,NJ,2 years,0.0,598.9565217391304
3500.0,2007-11-26,home_improvement,772.0,100%,287xx,NC,< 1 year,0.0,605.3260869565217
20000.0,2007-11-26,mrgjm,487.0,14.96%,088xx,NJ,10+ years,0.0,605.7173913043479
15000.0,2007-11-26,DARKIE1,675.0,27.56%,112xx,NY,6 years,0.0,607.2826086956521
6000.0,2007-11-26,other,"",100%,333xx,FL,10+ years,0.0,608.0222222222222
20000.0,2007-11-26,other,685.0,2.66%,300xx,GA,10+ years,0.0,611.6666666666666
15000.0,2007-11-26,debt_consolidation,683.0,28.61%,462xx,IN,< 1 year,0.0,615.9555555555555
25000.0,2007-11-26,deniumrose,507.0,3.1%,727xx,AR,6 years,0.0,615.7555555555556
10000.0,2007-11-26,"eGenerations.com is an online community created for experienced adults worldwide.  Currently it is the only premier 50+ website that targets the fastest growing online demographic without any venture capital funding.  I invite you to review my pitch & credentials at: http://eGenerations.com/Resume  I've invested 1.2 years worth of around the clock sweat equity, and about $5-7K to create a lean & attractive online presence that proportionately has outperformed the multi-million dollar, several staff member competition without any paid promotions.  The purpose of the loan (and I'm open to investors) is to give some legs to eGenerations.com via paid promotion.  You can have something good, but if no one knows about it, it effectively does not exist.  I am open to feedback, partnerships, and advice.",528.0,993600%,852xx,AZ,1 year,0.0,613.8478260869565
25000.0,2007-11-26,adelle,606.0,29.22%,441xx,OH,10+ years,0.0,616.7391304347826
700.0,2007-11-26,wthames2004,0.0,0%,393xx,MS,3 years,0.0,603.0869565217391
5000.0,2007-11-27,BRAD001,666.0,10.36%,236xx,VA,10+ years,0.0,666.0
20000.0,2007-11-27,Startup  Construction,647.0,2.14%,857xx,AZ,2 years,0.0,656.5
2300.0,2007-11-27,futureleader,575.0,32.38%,294xx,SC,4 years,0.0,629.3333333333334
2300.0,2007-11-27,smalltowngirl,597.0,54.44%,294xx,SC,< 1 year,0.0,621.25
25000.0,2007-11-27,felix,663.0,22.63%,117xx,NY,< 1 year,0.0,629.6
2000.0,2007-11-27,sprakle,440.0,2.85%,462xx,IN,7 years,0.0,598.0
5000.0,2007-11-27,mssherry305,568.0,4.15%,330xx,FL,7 years,0.0,593.7142857142857
25000.0,2007-11-27,Wekerle,656.0,23.42%,300xx,GA,8 years,0.0,601.5
1500.0,2007-11-27,debt_consolidation,547.0,9.93%,532xx,WI,10+ years,0.0,595.4444444444445
8000.0,2007-11-27,PUGBANDIT,436.0,0.56%,322xx,FL,1 year,0.0,579.5
20000.0,2007-11-27,debt_consolidation,699.0,40.5%,087xx,NJ,10+ years,0.0,590.3636363636364
15000.0,2007-11-27,debt_consolidation,594.0,0.78%,103xx,NY,2 years,0.0,590.6666666666666
